Name,light.gg URL,PvX,Weap Type,Archetype,Perk 1,Perk 2,Perk 3,Perk 4
persuader,https://www.light.gg/db/items/4083045006,pvp,Sniper Rifle,Rapid-Fire Frame,['50VAL Telescopic'],"['Tactical Mag', 'Flared Magwell', 'Accurized Rounds', 'Steady Rounds']","['Firmly Planted', 'Snapshot Sights']","['Outlaw', 'Moving Target']"
show of force,https://www.light.gg/db/items/3312073054,pve,Sniper Rifle,Aggressive Frame,[],[],[],[]
show of force,https://www.light.gg/db/items/3312073054,pvp,Sniper Rifle,Aggressive Frame,[],[],[],[]
sole survivor,https://www.light.gg/db/items/1115104187,pve,Sniper Rifle,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Polygonal Rifling']","['Appended Mag', 'Flared Magwell', 'Extended Mag']","['Triple Tap', ""Fourth Time's the Charm"", 'Rapid Hit']","['Opening Shot', 'Demolitionist', 'Firing Line']"
sole survivor,https://www.light.gg/db/items/1115104187,pvp,Sniper Rifle,Adaptive Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel']","['Appended Mag', 'Flared Magwell', 'Ricochet Rounds']",['Snapshot Sights'],"['Opening Shot', 'Demolitionist', 'Slideshot']"
tatara gaze,https://www.light.gg/db/items/1449922174,pve,Sniper Rifle,Aggressive Frame,"['Arrowhead Brake', 'Fluted Barrel', 'Polygonal Rifling']","['Tactical Mag', 'Flared Magwell', 'Appended Mag', 'Extended Mag']","['Quickdraw', 'Snapshot Sights', 'Outlaw', 'Rapid Hit']","['Kill Clip', 'Box Breathing', 'Rampage', 'Dragonfly']"
tatara gaze,https://www.light.gg/db/items/1449922174,pvp,Sniper Rifle,Aggressive Frame,"['Arrowhead Brake', 'Fluted Barrel', 'Polygonal Rifling']","['Tactical Mag', 'Flared Magwell', 'Steady Rounds']","['Quickdraw', 'Snapshot Sights']","['Kill Clip', 'Box Breathing', 'Opening Shot']"
the domino,https://www.light.gg/db/items/4272442416,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
the domino,https://www.light.gg/db/items/4272442416,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
the long goodbye,https://www.light.gg/db/items/2154059444,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
the long goodbye,https://www.light.gg/db/items/2154059444,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
the long walk,https://www.light.gg/db/items/174804902,pve,Sniper Rifle,Aggressive Frame,[],[],[],[]
the long walk,https://www.light.gg/db/items/174804902,pvp,Sniper Rifle,Aggressive Frame,[],[],[],[]
the mornin' comes,https://www.light.gg/db/items/2535939781,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
the mornin' comes,https://www.light.gg/db/items/2535939781,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
trophy hunter,https://www.light.gg/db/items/4166221755,pve,Sniper Rifle,Aggressive Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel']","['Appended Mag', 'Tactical Mag', 'Extended Mag']","['Lead from Gold', 'Triple Tap']","['Vorpal Weapon', 'Dragonfly', 'Disruption Break']"
trophy hunter,https://www.light.gg/db/items/4166221755,pvp,Sniper Rifle,Aggressive Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel', 'Polygonal Rifling', 'Smallbore']","['Appended Mag', 'Tactical Mag', 'Accurized Rounds']","['Lead from Gold', 'Triple Tap', 'Pulse Monitor']","['Vorpal Weapon', 'Snapshot Sights']"
twilight oath,https://www.light.gg/db/items/3297863558,pve,Sniper Rifle,Rapid-Fire Frame,['Fluted Barrel'],['Accurized Rounds'],['Rapid Hit'],['Triple Tap']
twilight oath,https://www.light.gg/db/items/3297863558,pvp,Sniper Rifle,Rapid-Fire Frame,['Fluted Barrel'],['Accurized Rounds'],['Opening Shot'],['Triple Tap']
veleda-d,https://www.light.gg/db/items/3666954562,pve,Sniper Rifle,Aggressive Frame,[],[],[],[]
veleda-d,https://www.light.gg/db/items/3666954562,pvp,Sniper Rifle,Aggressive Frame,[],[],[],[]
widow's bite,https://www.light.gg/db/items/3312073055,pve,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
widow's bite,https://www.light.gg/db/items/3312073055,pvp,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
bad reputation,https://www.light.gg/db/items/2105827099,pve,Submachine Gun,Precision Frame,"['King Sight K1', 'Dusk Sight D1']","['Appended Mag', 'High-Caliber Rounds', 'Alloy Magazine']","['Genesis', 'Grave Robber', 'Zen Moment']","['Kill Clip', 'Outlaw', 'High-Impact Reserves']"
bad reputation,https://www.light.gg/db/items/2105827099,pvp,Submachine Gun,Precision Frame,"['King Sight K1', 'Dusk Sight D1']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds']","['Genesis', 'Tap the Trigger']","['Kill Clip', 'Outlaw', 'Dynamic Sway Reduction']"
breath of the dragon,https://www.light.gg/db/items/1357080535,pve,Submachine Gun,Lightweight Frame,['Hammer-Forged Rifling'],"['Ricochet Rounds', 'Light Mag']","['Zen Moment', 'Slideways']",['Kill Clip']
breath of the dragon,https://www.light.gg/db/items/1357080535,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
bug-out bag,https://www.light.gg/db/items/2744715540,pve,Submachine Gun,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling']","['Tactical Mag', 'Appended Mag', 'Extended Mag']","['Zen Moment', 'Subsistence']","['Demolitionist', 'Multikill Clip']"
bug-out bag,https://www.light.gg/db/items/2744715540,pvp,Submachine Gun,Adaptive Frame,"['Extended Barrel', 'Hammer-Forged Rifling', 'Smallbore']","['Tactical Mag', 'Accurized Rounds']",['Zen Moment'],['Demolitionist']
calus mini-tool,https://www.light.gg/db/items/174192097,pve,Submachine Gun,MIDA Synergy,"['Extended Barrel', 'Arrowhead Brake', 'Chambered Compensator', 'Fluted Barrel']","['Ricochet Rounds', 'Appended Mag', 'High-Caliber Rounds', 'Flared Magwell']","['Moving Target', 'Slideways', 'Eye of the Storm', 'Dynamic Sway Reduction', 'Grave Robber']","['Disruption Break', 'Feeding Frenzy', 'Surrounded']"
calus mini-tool,https://www.light.gg/db/items/174192097,pvp,Submachine Gun,MIDA Synergy,"['Extended Barrel', 'Hammer-Forged Rifling', 'Smallbore']",['Ricochet Rounds'],"['Moving Target', 'Slideways']","['Disruption Break', 'Feeding Frenzy', 'Tap the Trigger']"
death adder,https://www.light.gg/db/items/2517599010,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
death adder,https://www.light.gg/db/items/2517599010,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
every waking moment,https://www.light.gg/db/items/4277547616,pve,Submachine Gun,Precision Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Fluted Barrel']","['High-Caliber Rounds', 'Extended Mag']","['Zen Moment', 'Outlaw', 'Slideways']","['Swashbuckler', 'Kill Clip', 'Demolitionist']"
every waking moment,https://www.light.gg/db/items/4277547616,pvp,Submachine Gun,Precision Frame,"['Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['High-Caliber Rounds', 'Ricochet Rounds', 'Light Mag']","['Zen Moment', 'Outlaw', 'Slideways']","['Swashbuckler', 'Kill Clip', 'Demolitionist', 'Eye of the Storm']"
foggy notion,https://www.light.gg/db/items/2700862856,pve,Submachine Gun,Adaptive Frame,[],[],[],[]
foggy notion,https://www.light.gg/db/items/2700862856,pvp,Submachine Gun,Adaptive Frame,[],[],[],[]
ikelos_smg_v1.0.1,https://www.light.gg/db/items/1723472487,pve,Submachine Gun,Aggressive Frame,[],[],[],[]
ikelos_smg_v1.0.1,https://www.light.gg/db/items/1723472487,pvp,Submachine Gun,Aggressive Frame,[],[],[],[]
mida mini-tool,https://www.light.gg/db/items/3089417788,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
mida mini-tool,https://www.light.gg/db/items/3089417788,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
mob justice,https://www.light.gg/db/items/3954531357,pve,Submachine Gun,Adaptive Frame,[],[],[],[]
mob justice,https://www.light.gg/db/items/3954531357,pvp,Submachine Gun,Adaptive Frame,[],[],[],[]
out of options,https://www.light.gg/db/items/2700862858,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
out of options,https://www.light.gg/db/items/2700862858,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
phosphorus mg4,https://www.light.gg/db/items/566976654,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
phosphorus mg4,https://www.light.gg/db/items/566976654,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
radiant stardust,https://www.light.gg/db/items/1587779165,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
radiant stardust,https://www.light.gg/db/items/1587779165,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
red mamba,https://www.light.gg/db/items/2700862859,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
red mamba,https://www.light.gg/db/items/2700862859,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
resonance-42,https://www.light.gg/db/items/566976652,pve,Submachine Gun,Adaptive Frame,[],[],[],[]
resonance-42,https://www.light.gg/db/items/566976652,pvp,Submachine Gun,Adaptive Frame,[],[],[],[]
royal dispensation ii,https://www.light.gg/db/items/3889907763,pve,Submachine Gun,Adaptive Frame,[],[],[],[]
royal dispensation ii,https://www.light.gg/db/items/3889907763,pvp,Submachine Gun,Adaptive Frame,[],[],[],[]
seventh seraph vy-7,https://www.light.gg/db/items/766323545,pve,Submachine Gun,Precision Frame,"['Fluted Barrel', 'Smallbore', 'Arrowhead Brake']","['Appended Mag', 'Tactical Mag', 'Extended Mag']","['Firmly Planted', 'Ambitious Assassin', ""Fourth Time's the Charm""]","['Feeding Frenzy', 'Vorpal Weapon', 'Dragonfly']"
seventh seraph vy-7,https://www.light.gg/db/items/766323545,pvp,Submachine Gun,Precision Frame,"['Fluted Barrel', 'Smallbore', 'Hammer-Forged Rifling', 'Polygonal Rifling']","['Appended Mag', 'Tactical Mag', 'Accurized Rounds', 'Steady Rounds']","['Firmly Planted', 'Pulse Monitor']","['Feeding Frenzy', 'Vorpal Weapon', 'Elemental Capacitor']"
sol pariah 6,https://www.light.gg/db/items/3991544422,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
sol pariah 6,https://www.light.gg/db/items/3991544422,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
stochastic variable,https://www.light.gg/db/items/1339362514,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
stochastic variable,https://www.light.gg/db/items/1339362514,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
subjunctive,https://www.light.gg/db/items/2663204025,pve,Submachine Gun,Lightweight Frame,"['Polygonal Rifling', 'Smallbore', 'Chambered Compensator', 'Corkscrew Rifling', 'Fluted Barrel']","['Ricochet Rounds', 'Appended Mag']","['Outlaw', 'Quickdraw', 'Hip-Fire Grip', 'Threat Detector', 'Genesis']","['Swashbuckler', 'Rampage', 'Surrounded', 'Multikill Clip']"
subjunctive,https://www.light.gg/db/items/2663204025,pvp,Submachine Gun,Lightweight Frame,"['Polygonal Rifling', 'Smallbore', 'Full Bore']","['Ricochet Rounds', 'High-Caliber Rounds']","['Outlaw', 'Quickdraw', 'Pulse Monitor']","['Swashbuckler', 'Rampage']"
the hero's burden,https://www.light.gg/db/items/2909905776,pve,Submachine Gun,Adaptive Frame,[],[],[],[]
the hero's burden,https://www.light.gg/db/items/2909905776,pvp,Submachine Gun,Adaptive Frame,[],[],[],[]
the hero's burden,https://www.light.gg/db/items/1865351684,pve,Submachine Gun,Adaptive Frame,"['SPO-57 Front', 'SPO-28 Front', 'SPO-26 Front']","['Appended Mag', 'Ricochet Rounds', 'Flared Magwell']","['Zen Moment', 'Moving Target']",['Kill Clip']
the hero's burden,https://www.light.gg/db/items/1865351684,pvp,Submachine Gun,Adaptive Frame,"['SPO-57 Front', 'SPO-28 Front']","['Appended Mag', 'Ricochet Rounds', 'High-Caliber Rounds']","['Zen Moment', 'Moving Target', 'Slideways']","['Kill Clip', 'Tap the Trigger', 'Threat Detector']"
the quickstep,https://www.light.gg/db/items/2433826056,pve,Submachine Gun,Adaptive Frame,[],[],[],[]
the quickstep,https://www.light.gg/db/items/2433826056,pvp,Submachine Gun,Adaptive Frame,[],[],[],[]
the recluse,https://www.light.gg/db/items/3354242550,pve,Submachine Gun,Lightweight Frame,[],[],[],[]
the recluse,https://www.light.gg/db/items/3354242550,pvp,Submachine Gun,Lightweight Frame,[],[],[],[]
acantha-d,https://www.light.gg/db/items/896923850,pve,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
acantha-d,https://www.light.gg/db/items/896923850,pvp,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
acantha-d xk8434,https://www.light.gg/db/items/1757129747,pve,Grenade Launcher,Rapid-Fire Frame,"['Volatile Launch', 'Linear Compensator', 'Confined Launch']","['Proximity Grenades', 'Spike Grenades', 'High-Explosive Ordnance']","['Auto-Loading Holster', 'Field Prep', 'Threat Detector']",['Rampage']
acantha-d xk8434,https://www.light.gg/db/items/1757129747,pvp,Grenade Launcher,Rapid-Fire Frame,"['Volatile Launch', 'Linear Compensator']","['Proximity Grenades', 'Spike Grenades']","['Auto-Loading Holster', 'Rangefinder']","['Rampage', 'Quickdraw']"
berenger's memory,https://www.light.gg/db/items/1983332562,pve,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
berenger's memory,https://www.light.gg/db/items/1983332562,pvp,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
bushwhacker,https://www.light.gg/db/items/311852248,pve,Grenade Launcher,Precision Frame,[],[],[],[]
bushwhacker,https://www.light.gg/db/items/311852248,pvp,Grenade Launcher,Precision Frame,[],[],[],[]
courageous surrender,https://www.light.gg/db/items/1489452902,pve,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
courageous surrender,https://www.light.gg/db/items/1489452902,pvp,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
doomsday,https://www.light.gg/db/items/736901634,pve,Grenade Launcher,Adaptive Frame,"['Countermass', 'Linear Compensator', 'Quick Launch']","['Spike Grenades', 'Augmented Drum', 'High-Explosive Ordnance']","['Auto-Loading Holster', 'Field Prep']","['Demolitionist', 'Ambitious Assassin']"
doomsday,https://www.light.gg/db/items/736901634,pvp,Grenade Launcher,Adaptive Frame,"['Volatile Launch', 'Confined Launch', 'Smart Drift Control']","['Spike Grenades', 'Proximity Grenades']","['Auto-Loading Holster', 'Rangefinder', 'Threat Detector']","['Demolitionist', 'Full Court', 'Quickdraw']"
edge transit,https://www.light.gg/db/items/218335759,pve,Grenade Launcher,Adaptive Frame,"['Volatile Launch', 'Linear Compensator', 'Quick Launch']","['Proximity Grenades', 'High-Explosive Ordnance']","['Rangefinder', 'Threat Detector']","['Rampage', 'Quickdraw', 'Genesis']"
edge transit,https://www.light.gg/db/items/218335759,pvp,Grenade Launcher,Adaptive Frame,"['Volatile Launch', 'Linear Compensator', 'Quick Launch']",['Proximity Grenades'],"['Rangefinder', 'Snapshot Sights']","['Rampage', 'Quickdraw']"
i am alive,https://www.light.gg/db/items/3886263130,pve,Grenade Launcher,Adaptive Frame,[],[],[],[]
i am alive,https://www.light.gg/db/items/3886263130,pvp,Grenade Launcher,Adaptive Frame,[],[],[],[]
interference vi,https://www.light.gg/db/items/2257180473,pve,Grenade Launcher,Adaptive Frame,"['Confined Launch', 'Volatile Launch', 'Hard Launch']","['Spike Grenades', 'Alloy Casing', 'Augmented Drum']","['Auto-Loading Holster', 'Field Prep', 'Clown Cartridge']","['Demolitionist', 'Swashbuckler', 'Full Court']"
interference vi,https://www.light.gg/db/items/2257180473,pvp,Grenade Launcher,Adaptive Frame,"['Confined Launch', 'Linear Compensator', 'Quick Launch']","['Proximity Grenades', 'High-Velocity Rounds']",['Auto-Loading Holster'],"['Demolitionist', 'Swashbuckler', 'Threat Detector']"
interference vi,https://www.light.gg/db/items/1443049976,pve,Grenade Launcher,Adaptive Frame,[],[],[],[]
interference vi,https://www.light.gg/db/items/1443049976,pvp,Grenade Launcher,Adaptive Frame,[],[],[],[]
love and death,https://www.light.gg/db/items/3690523502,pve,Grenade Launcher,Rapid-Fire Frame,"['Volatile Launch', 'Hard Launch']","['Spike Grenades', 'Augmented Drum', 'Mini Frags']","['Threat Detector', 'Field Prep']","['Quickdraw', 'Full Court']"
love and death,https://www.light.gg/db/items/3690523502,pvp,Grenade Launcher,Rapid-Fire Frame,"['Confined Launch', 'Linear Compensator']","['Proximity Grenades', 'High-Explosive Ordnance']",['Rangefinder'],['Quickdraw']
memory interdict,https://www.light.gg/db/items/3329842376,pve,Grenade Launcher,Adaptive Frame,[],[],[],[]
memory interdict,https://www.light.gg/db/items/3329842376,pvp,Grenade Launcher,Adaptive Frame,[],[],[],[]
orthrus,https://www.light.gg/db/items/1983332561,pve,Grenade Launcher,Precision Frame,[],[],[],[]
orthrus,https://www.light.gg/db/items/1983332561,pvp,Grenade Launcher,Precision Frame,[],[],[],[]
outrageous fortune,https://www.light.gg/db/items/4146702548,pve,Grenade Launcher,Rapid-Fire Frame,"['Volatile Launch', 'Linear Compensator', 'Quick Launch']","['Proximity Grenades', 'Black Powder', 'High-Explosive Ordnance']","['Rangefinder', 'Threat Detector']","['Rampage', 'Quickdraw', 'Genesis']"
outrageous fortune,https://www.light.gg/db/items/4146702548,pvp,Grenade Launcher,Rapid-Fire Frame,"['Volatile Launch', 'Linear Compensator', 'Quick Launch']",['Proximity Grenades'],"['Rangefinder', 'Snapshot Sights']","['Rampage', 'Quickdraw']"
play of the game,https://www.light.gg/db/items/2621637518,pve,Grenade Launcher,Adaptive Frame,[],[],[],[]
play of the game,https://www.light.gg/db/items/2621637518,pvp,Grenade Launcher,Adaptive Frame,[],[],[],[]
play of the game,https://www.light.gg/db/items/195440257,pve,Grenade Launcher,Adaptive Frame,[],[],[],[]
play of the game,https://www.light.gg/db/items/195440257,pvp,Grenade Launcher,Adaptive Frame,[],[],[],[]
sunrise gl4,https://www.light.gg/db/items/4213221671,pve,Grenade Launcher,Precision Frame,[],[],[],[]
sunrise gl4,https://www.light.gg/db/items/4213221671,pvp,Grenade Launcher,Precision Frame,[],[],[],[]
swarm of the raven,https://www.light.gg/db/items/1972985595,pve,Grenade Launcher,Rapid-Fire Frame,['Volatile Launch'],['Proximity Grenades'],"['Field Prep', 'Auto-Loading Holster']",['Genesis']
swarm of the raven,https://www.light.gg/db/items/1972985595,pvp,Grenade Launcher,Rapid-Fire Frame,['Volatile Launch'],['Proximity Grenades'],"['Field Prep', 'Auto-Loading Holster']",['Rampage']
terran wind,https://www.light.gg/db/items/301362380,pve,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
terran wind,https://www.light.gg/db/items/301362380,pvp,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
the day's fury,https://www.light.gg/db/items/807192446,pve,Grenade Launcher,Precision Frame,[],[],[],[]
the day's fury,https://www.light.gg/db/items/807192446,pvp,Grenade Launcher,Precision Frame,[],[],[],[]
the permanent truth,https://www.light.gg/db/items/1720373217,pve,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
the permanent truth,https://www.light.gg/db/items/1720373217,pvp,Grenade Launcher,Rapid-Fire Frame,[],[],[],[]
through fire and flood,https://www.light.gg/db/items/301362381,pve,Grenade Launcher,Adaptive Frame,[],[],[],[]
through fire and flood,https://www.light.gg/db/items/301362381,pvp,Grenade Launcher,Adaptive Frame,[],[],[],[]
wendigo gl3,https://www.light.gg/db/items/578459533,pve,Grenade Launcher,Adaptive Frame,[],[],[],[]
wendigo gl3,https://www.light.gg/db/items/578459533,pvp,Grenade Launcher,Adaptive Frame,[],[],[],[]
wicked sister,https://www.light.gg/db/items/2168486467,pve,Grenade Launcher,Adaptive Frame,[],[],[],[]
wicked sister,https://www.light.gg/db/items/2168486467,pvp,Grenade Launcher,Adaptive Frame,[],[],[],[]
crooked fang-4fr,https://www.light.gg/db/items/3419149443,pve,Linear Fusion Rifle,Precision Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel']",['Enhanced Battery'],"['High-Impact Reserves', 'Auto-Loading Holster']","['Rampage', 'Dragonfly', 'Genesis', 'Box Breathing']"
crooked fang-4fr,https://www.light.gg/db/items/3419149443,pvp,Linear Fusion Rifle,Precision Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel']","['Enhanced Battery', 'Projection Fuse']","['Opening Shot', 'Snapshot Sights', 'Moving Target']","['Rampage', 'Backup Plan', 'Kill Clip', 'Rangefinder']"
crooked fang-4fr,https://www.light.gg/db/items/3005879473,pve,Linear Fusion Rifle,Precision Frame,[],[],[],[]
crooked fang-4fr,https://www.light.gg/db/items/3005879473,pvp,Linear Fusion Rifle,Precision Frame,[],[],[],[]
dead-ender,https://www.light.gg/db/items/1813667283,pve,Linear Fusion Rifle,Precision Frame,[],[],[],[]
dead-ender,https://www.light.gg/db/items/1813667283,pvp,Linear Fusion Rifle,Precision Frame,[],[],[],[]
komodo-4fr,https://www.light.gg/db/items/2697058914,pve,Linear Fusion Rifle,Precision Frame,[],[],[],[]
komodo-4fr,https://www.light.gg/db/items/2697058914,pvp,Linear Fusion Rifle,Precision Frame,[],[],[],[]
line in the sand,https://www.light.gg/db/items/946443267,pve,Linear Fusion Rifle,Precision Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel']","['Enhanced Battery', 'Ionized Battery', 'Liquid Coils']","['Rapid Hit', 'Genesis']","['Backup Plan', 'Firing Line', 'Clown Cartridge', 'Dragonfly']"
line in the sand,https://www.light.gg/db/items/946443267,pvp,Linear Fusion Rifle,Precision Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Smallbore']","['Accelerated Coils', 'Projection Fuse']","['Rapid Hit', 'Rangefinder', 'Moving Target']","['Backup Plan', 'Rampage', 'Auto-Loading Holster']"
man o' war,https://www.light.gg/db/items/3909683950,pve,Linear Fusion Rifle,Precision Frame,[],[],[],[]
man o' war,https://www.light.gg/db/items/3909683950,pvp,Linear Fusion Rifle,Precision Frame,[],[],[],[]
tarantula,https://www.light.gg/db/items/2502422775,pve,Linear Fusion Rifle,Precision Frame,[],[],[],[]
tarantula,https://www.light.gg/db/items/2502422775,pvp,Linear Fusion Rifle,Precision Frame,[],[],[],[]
21% delirium,https://www.light.gg/db/items/1600633250,pve,Machine Gun,Rapid-Fire Frame,[],[],[],[]
21% delirium,https://www.light.gg/db/items/1600633250,pvp,Machine Gun,Rapid-Fire Frame,[],[],[],[]
a fine memorial,https://www.light.gg/db/items/3325778512,pve,Machine Gun,Adaptive Frame,"['Fluted Barrel', 'Arrowhead Brake', 'Corkscrew Rifling']","['High-Caliber Rounds', 'Appended Mag', 'Flared Magwell']","['Quickdraw', 'Pulse Monitor']","['Demolitionist', 'Surrounded']"
a fine memorial,https://www.light.gg/db/items/3325778512,pvp,Machine Gun,Adaptive Frame,"['Fluted Barrel', 'Hammer-Forged Rifling', 'Smallbore']","['High-Caliber Rounds', 'Ricochet Rounds', 'Light Mag']","['Quickdraw', 'Moving Target']","['Demolitionist', 'Tap the Trigger']"
avalanche,https://www.light.gg/db/items/66875353,pve,Machine Gun,Adaptive Frame,"['SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front']","['High-Caliber Rounds', 'Extended Mag', 'Alloy Magazine', 'Appended Mag']","['Slideways', 'Threat Detector', 'Feeding Frenzy']","['Rampage', 'High-Impact Reserves', 'Hip-Fire Grip']"
avalanche,https://www.light.gg/db/items/66875353,pvp,Machine Gun,Adaptive Frame,"['SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front']","['High-Caliber Rounds', 'Armor-Piercing Rounds', 'Ricochet Rounds']","['Slideways', 'Moving Target']","['Rampage', 'High-Impact Reserves', 'Quickdraw']"
bane of sorrow,https://www.light.gg/db/items/1496419775,pve,Machine Gun,High-Impact Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Polygonal Rifling', 'Corkscrew Rifling', 'Fluted Barrel']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag']","['Feeding Frenzy', 'Eye of the Storm', 'Under Pressure']","['Demolitionist', 'Kill Clip', 'Rampage']"
bane of sorrow,https://www.light.gg/db/items/1496419775,pvp,Machine Gun,High-Impact Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Polygonal Rifling', 'Extended Barrel', 'Hammer-Forged Rifling']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds']","['Feeding Frenzy', 'Eye of the Storm', 'Tap the Trigger']","['Demolitionist', 'Kill Clip', 'Rampage', 'Mulligan']"
edgewise,https://www.light.gg/db/items/847329160,pve,Machine Gun,Rapid-Fire Frame,[],[],[],[]
edgewise,https://www.light.gg/db/items/847329160,pvp,Machine Gun,Rapid-Fire Frame,[],[],[],[]
fixed odds,https://www.light.gg/db/items/1642384931,pve,Machine Gun,High-Impact Frame,"['Chambered Compensator', 'Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag']","['Quickdraw', 'Feeding Frenzy']","['Rampage', 'Surrounded']"
fixed odds,https://www.light.gg/db/items/1642384931,pvp,Machine Gun,High-Impact Frame,"['Chambered Compensator', 'Extended Barrel', 'Hammer-Forged Rifling']","['Appended Mag', 'High-Caliber Rounds', 'Ricochet Rounds']","['Quickdraw', 'No Distractions']","['Rampage', 'Rangefinder', 'Tap the Trigger']"
hammerhead,https://www.light.gg/db/items/603242241,pve,Machine Gun,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag', 'Alloy Magazine', 'Appended Mag']","['Feeding Frenzy', 'Quickdraw', 'Shield Disorient']","['Surrounded', 'Rampage', 'High-Impact Reserves', 'Ambitious Assassin', 'Genesis']"
hammerhead,https://www.light.gg/db/items/603242241,pvp,Machine Gun,Adaptive Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds']","['Feeding Frenzy', 'Quickdraw', 'Tap the Trigger']","['Surrounded', 'Rampage', 'High-Impact Reserves']"
seventh seraph saw,https://www.light.gg/db/items/2582755344,pve,Machine Gun,High-Impact Frame,"['Arrowhead Brake', 'Fluted Barrel', 'Polygonal Rifling']","['Appended Mag', 'Armor-Piercing Rounds', 'Flared Magwell']","['Clown Cartridge', 'Auto-Loading Holster', 'Field Prep']","['Vorpal Weapon', 'Firing Line', 'Elemental Capacitor']"
seventh seraph saw,https://www.light.gg/db/items/2582755344,pvp,Machine Gun,High-Impact Frame,"['Arrowhead Brake', 'Fluted Barrel', 'Polygonal Rifling', 'Smallbore']","['Appended Mag', 'Armor-Piercing Rounds', 'Flared Magwell', 'High-Caliber Rounds', 'Ricochet Rounds']","['Clown Cartridge', 'Auto-Loading Holster', 'Field Prep', 'Zen Moment']","['Vorpal Weapon', 'Firing Line', 'Elemental Capacitor', 'Opening Shot', 'Mulligan']"
